               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 323,            0.032422,             0.03674,            0.008344,             0.81939,                   1,             0.98778,             0.64762,            0.024074,            0.014538,           0.0040568,           0.0036244,           0.0036244,           0.0036244
                 324,            0.040383,            0.027336,           0.0094675,             0.81939,                   1,             0.98778,             0.64762,            0.024074,            0.014538,           0.0040568,           0.0036046,           0.0036046,           0.0036046
                 325,            0.036875,            0.029645,           0.0094933,             0.81939,                   1,             0.98778,             0.64762,            0.024074,            0.014538,           0.0040568,           0.0035848,           0.0035848,           0.0035848
                 326,            0.031009,            0.030471,           0.0063492,             0.81939,                   1,             0.98778,             0.64762,            0.024074,            0.014538,           0.0040568,            0.003565,            0.003565,            0.003565
                 327,            0.031449,            0.030885,           0.0078956,             0.97874,                   1,               0.995,             0.82493,            0.022467,            0.014704,           0.0039887,           0.0035452,           0.0035452,           0.0035452
                 328,            0.029795,            0.029649,           0.0076473,             0.97874,                   1,               0.995,             0.82493,            0.022467,            0.014704,           0.0039887,           0.0035254,           0.0035254,           0.0035254
                 329,            0.034019,            0.020491,            0.013158,             0.97874,                   1,               0.995,             0.82493,            0.022467,            0.014704,           0.0039887,           0.0035056,           0.0035056,           0.0035056
                 330,            0.034689,            0.030659,           0.0083625,             0.97874,                   1,               0.995,             0.82493,            0.022467,            0.014704,           0.0039887,           0.0034858,           0.0034858,           0.0034858
                 331,             0.03081,            0.033944,           0.0076484,             0.94006,                   1,             0.98841,             0.67622,             0.02413,             0.01474,           0.0039528,            0.003466,            0.003466,            0.003466
                 332,             0.03458,            0.034007,           0.0077351,             0.94006,                   1,             0.98841,             0.67622,             0.02413,             0.01474,           0.0039528,           0.0034462,           0.0034462,           0.0034462
                 333,            0.036323,            0.032735,            0.010837,             0.94006,                   1,             0.98841,             0.67622,             0.02413,             0.01474,           0.0039528,           0.0034264,           0.0034264,           0.0034264
                 334,            0.031228,            0.027569,           0.0072309,             0.94006,                   1,             0.98841,             0.67622,             0.02413,             0.01474,           0.0039528,           0.0034066,           0.0034066,           0.0034066
                 335,            0.038631,            0.031745,           0.0076807,             0.91768,                   1,             0.98343,             0.70497,            0.024802,            0.015291,           0.0038973,           0.0033868,           0.0033868,           0.0033868
                 336,            0.031564,            0.028609,           0.0055167,             0.91768,                   1,             0.98343,             0.70497,            0.024802,            0.015291,           0.0038973,            0.003367,            0.003367,            0.003367
                 337,            0.034626,            0.024911,           0.0084665,             0.91768,                   1,             0.98343,             0.70497,            0.024802,            0.015291,           0.0038973,           0.0033472,           0.0033472,           0.0033472
                 338,            0.036743,             0.02987,           0.0093295,             0.91768,                   1,             0.98343,             0.70497,            0.024802,            0.015291,           0.0038973,           0.0033274,           0.0033274,           0.0033274
                 339,            0.033963,            0.030615,            0.007219,             0.99433,                   1,               0.995,              0.7473,            0.019223,            0.013943,           0.0038743,           0.0033076,           0.0033076,           0.0033076
                 340,            0.025832,            0.029177,           0.0070232,             0.99433,                   1,               0.995,              0.7473,            0.019223,            0.013943,           0.0038743,           0.0032878,           0.0032878,           0.0032878
                 341,            0.027114,            0.028705,           0.0065464,             0.99433,                   1,               0.995,              0.7473,            0.019223,            0.013943,           0.0038743,            0.003268,            0.003268,            0.003268
                 342,            0.028674,            0.031979,           0.0078882,             0.99433,                   1,               0.995,              0.7473,            0.019223,            0.013943,           0.0038743,           0.0032482,           0.0032482,           0.0032482
                 343,            0.027141,            0.023272,           0.0081196,             0.96396,                   1,               0.995,             0.78174,            0.022585,             0.01481,           0.0038349,           0.0032284,           0.0032284,           0.0032284
                 344,             0.03037,             0.03034,           0.0065469,             0.96396,                   1,               0.995,             0.78174,            0.022585,             0.01481,           0.0038349,           0.0032086,           0.0032086,           0.0032086
                 345,            0.033366,            0.024968,           0.0089694,             0.96396,                   1,               0.995,             0.78174,            0.022585,             0.01481,           0.0038349,           0.0031888,           0.0031888,           0.0031888
                 346,            0.031053,            0.030478,           0.0086665,             0.96396,                   1,               0.995,             0.78174,            0.022585,             0.01481,           0.0038349,            0.003169,            0.003169,            0.003169
                 347,            0.032789,            0.029225,           0.0073393,             0.98963,                   1,               0.995,              0.7352,            0.023666,            0.014942,           0.0038155,           0.0031492,           0.0031492,           0.0031492
                 348,            0.032706,            0.027751,           0.0079061,             0.98963,                   1,               0.995,              0.7352,            0.023666,            0.014942,           0.0038155,           0.0031294,           0.0031294,           0.0031294
                 349,            0.028643,            0.027518,           0.0061352,             0.98963,                   1,               0.995,              0.7352,            0.023666,            0.014942,           0.0038155,           0.0031096,           0.0031096,           0.0031096
                 350,            0.028429,             0.02796,           0.0070217,             0.98963,                   1,               0.995,              0.7352,            0.023666,            0.014942,           0.0038155,           0.0030898,           0.0030898,           0.0030898
                 351,            0.031471,             0.02627,           0.0089114,             0.99471,                   1,               0.995,             0.75062,            0.021935,            0.014903,           0.0037984,             0.00307,             0.00307,             0.00307
                 352,            0.029975,            0.025852,           0.0049928,             0.99471,                   1,               0.995,             0.75062,            0.021935,            0.014903,           0.0037984,           0.0030502,           0.0030502,           0.0030502
                 353,            0.033296,            0.031446,           0.0072185,             0.99471,                   1,               0.995,             0.75062,            0.021935,            0.014903,           0.0037984,           0.0030304,           0.0030304,           0.0030304
                 354,            0.034222,            0.027272,            0.011445,             0.99471,                   1,               0.995,             0.75062,            0.021935,            0.014903,           0.0037984,           0.0030106,           0.0030106,           0.0030106
                 355,            0.031877,            0.028305,           0.0096192,              0.9787,                   1,               0.995,             0.78323,            0.020781,            0.014414,           0.0037729,           0.0029908,           0.0029908,           0.0029908
                 356,             0.02842,            0.030033,           0.0069313,              0.9787,                   1,               0.995,             0.78323,            0.020781,            0.014414,           0.0037729,            0.002971,            0.002971,            0.002971
                 357,            0.029011,            0.021793,           0.0063077,              0.9787,                   1,               0.995,             0.78323,            0.020781,            0.014414,           0.0037729,           0.0029512,           0.0029512,           0.0029512
                 358,            0.032522,            0.030123,           0.0083438,              0.9787,                   1,               0.995,             0.78323,            0.020781,            0.014414,           0.0037729,           0.0029314,           0.0029314,           0.0029314
                 359,            0.031621,            0.029248,           0.0076274,             0.97643,             0.99995,               0.995,             0.75133,            0.021266,            0.014309,           0.0037793,           0.0029116,           0.0029116,           0.0029116
                 360,            0.034294,            0.038057,           0.0086677,             0.97643,             0.99995,               0.995,             0.75133,            0.021266,            0.014309,           0.0037793,           0.0028918,           0.0028918,           0.0028918
                 361,            0.037013,            0.033635,           0.0097415,             0.97643,             0.99995,               0.995,             0.75133,            0.021266,            0.014309,           0.0037793,            0.002872,            0.002872,            0.002872
                 362,            0.029357,              0.0244,           0.0068782,             0.97643,             0.99995,               0.995,             0.75133,            0.021266,            0.014309,           0.0037793,           0.0028522,           0.0028522,           0.0028522
                 363,            0.026021,            0.021993,           0.0067293,             0.99378,                   1,               0.995,             0.84156,            0.021258,            0.013882,           0.0037746,           0.0028324,           0.0028324,           0.0028324
                 364,            0.029938,            0.026084,           0.0069653,             0.99378,                   1,               0.995,             0.84156,            0.021258,            0.013882,           0.0037746,           0.0028126,           0.0028126,           0.0028126
                 365,            0.030121,            0.028327,           0.0090571,             0.99378,                   1,               0.995,             0.84156,            0.021258,            0.013882,           0.0037746,           0.0027928,           0.0027928,           0.0027928
                 366,            0.025413,             0.02521,           0.0062628,             0.99378,                   1,               0.995,             0.84156,            0.021258,            0.013882,           0.0037746,            0.002773,            0.002773,            0.002773
                 367,            0.029085,            0.033866,           0.0064378,             0.99745,             0.99826,               0.995,             0.78373,            0.017896,            0.013706,           0.0037834,           0.0027532,           0.0027532,           0.0027532
                 368,            0.028036,             0.02239,            0.008481,             0.99745,             0.99826,               0.995,             0.78373,            0.017896,            0.013706,           0.0037834,           0.0027334,           0.0027334,           0.0027334
                 369,            0.027407,            0.029805,           0.0095216,             0.99745,             0.99826,               0.995,             0.78373,            0.017896,            0.013706,           0.0037834,           0.0027136,           0.0027136,           0.0027136
                 370,             0.03335,            0.036676,           0.0075264,             0.99745,             0.99826,               0.995,             0.78373,            0.017896,            0.013706,           0.0037834,           0.0026938,           0.0026938,           0.0026938
                 371,            0.025306,            0.021385,           0.0079846,             0.99411,                   1,               0.995,             0.79858,             0.02034,              0.0145,           0.0037705,            0.002674,            0.002674,            0.002674
                 372,            0.028463,            0.024899,           0.0063725,             0.99411,                   1,               0.995,             0.79858,             0.02034,              0.0145,           0.0037705,           0.0026542,           0.0026542,           0.0026542
                 373,            0.026821,            0.023094,           0.0069478,             0.99411,                   1,               0.995,             0.79858,             0.02034,              0.0145,           0.0037705,           0.0026344,           0.0026344,           0.0026344
                 374,            0.029446,            0.028434,           0.0058949,             0.99411,                   1,               0.995,             0.79858,             0.02034,              0.0145,           0.0037705,           0.0026146,           0.0026146,           0.0026146
                 375,            0.029617,            0.032116,           0.0066094,             0.99365,                   1,               0.995,             0.81156,             0.02132,            0.014421,           0.0037662,           0.0025948,           0.0025948,           0.0025948
                 376,            0.028392,            0.033363,           0.0081448,             0.99365,                   1,               0.995,             0.81156,             0.02132,            0.014421,           0.0037662,            0.002575,            0.002575,            0.002575
                 377,            0.027679,            0.024299,           0.0066906,             0.99365,                   1,               0.995,             0.81156,             0.02132,            0.014421,           0.0037662,           0.0025552,           0.0025552,           0.0025552
                 378,             0.02868,            0.025962,           0.0067832,             0.99365,                   1,               0.995,             0.81156,             0.02132,            0.014421,           0.0037662,           0.0025354,           0.0025354,           0.0025354
                 379,            0.027411,            0.028331,           0.0061683,             0.99411,                   1,               0.995,             0.80669,            0.020282,            0.013787,           0.0037605,           0.0025156,           0.0025156,           0.0025156
                 380,            0.025447,            0.023259,           0.0068021,             0.99411,                   1,               0.995,             0.80669,            0.020282,            0.013787,           0.0037605,           0.0024958,           0.0024958,           0.0024958
                 381,            0.026818,             0.02171,           0.0063435,             0.99411,                   1,               0.995,             0.80669,            0.020282,            0.013787,           0.0037605,            0.002476,            0.002476,            0.002476
                 382,            0.027043,            0.024897,           0.0067366,             0.99411,                   1,               0.995,             0.80669,            0.020282,            0.013787,           0.0037605,           0.0024562,           0.0024562,           0.0024562
                 383,            0.025298,            0.018678,           0.0067826,              0.9938,                   1,               0.995,             0.81021,            0.021963,            0.014662,           0.0037721,           0.0024364,           0.0024364,           0.0024364
                 384,            0.027192,            0.023865,           0.0098608,              0.9938,                   1,               0.995,             0.81021,            0.021963,            0.014662,           0.0037721,           0.0024166,           0.0024166,           0.0024166
                 385,            0.031464,            0.028142,            0.005682,              0.9938,                   1,               0.995,             0.81021,            0.021963,            0.014662,           0.0037721,           0.0023968,           0.0023968,           0.0023968
                 386,             0.02598,            0.021082,            0.006322,              0.9938,                   1,               0.995,             0.81021,            0.021963,            0.014662,           0.0037721,            0.002377,            0.002377,            0.002377
                 387,            0.026969,            0.019735,           0.0084492,             0.97247,                   1,               0.995,             0.76127,            0.018119,            0.013502,           0.0037601,           0.0023572,           0.0023572,           0.0023572
                 388,            0.027028,            0.021349,            0.010038,             0.97247,                   1,               0.995,             0.76127,            0.018119,            0.013502,           0.0037601,           0.0023374,           0.0023374,           0.0023374
                 389,            0.025115,            0.024828,           0.0083331,             0.97247,                   1,               0.995,             0.76127,            0.018119,            0.013502,           0.0037601,           0.0023176,           0.0023176,           0.0023176
                 390,             0.02725,            0.025888,           0.0055569,             0.97247,                   1,               0.995,             0.76127,            0.018119,            0.013502,           0.0037601,           0.0022978,           0.0022978,           0.0022978
                 391,            0.028627,            0.031024,            0.006654,              0.9944,                   1,               0.995,             0.86567,            0.018293,            0.013656,           0.0037598,            0.002278,            0.002278,            0.002278
                 392,             0.02836,            0.027002,            0.010634,              0.9944,                   1,               0.995,             0.86567,            0.018293,            0.013656,           0.0037598,           0.0022582,           0.0022582,           0.0022582
                 393,            0.028039,            0.025389,           0.0071743,              0.9944,                   1,               0.995,             0.86567,            0.018293,            0.013656,           0.0037598,           0.0022384,           0.0022384,           0.0022384
                 394,            0.027928,            0.037469,           0.0064786,              0.9944,                   1,               0.995,             0.86567,            0.018293,            0.013656,           0.0037598,           0.0022186,           0.0022186,           0.0022186
                 395,            0.028985,            0.020944,           0.0078925,             0.99515,                   1,               0.995,             0.84817,            0.021247,            0.014248,           0.0037901,           0.0021988,           0.0021988,           0.0021988
                 396,            0.027457,            0.027421,           0.0068019,             0.99515,                   1,               0.995,             0.84817,            0.021247,            0.014248,           0.0037901,            0.002179,            0.002179,            0.002179
                 397,            0.030959,            0.028491,            0.010584,             0.99515,                   1,               0.995,             0.84817,            0.021247,            0.014248,           0.0037901,           0.0021592,           0.0021592,           0.0021592
                 398,              0.0379,            0.038314,            0.008598,             0.99515,                   1,               0.995,             0.84817,            0.021247,            0.014248,           0.0037901,           0.0021394,           0.0021394,           0.0021394
                 399,            0.023511,            0.020776,           0.0060683,             0.99536,                   1,               0.995,             0.79914,            0.020647,            0.014767,           0.0037738,           0.0021196,           0.0021196,           0.0021196
                 400,            0.025539,            0.030465,            0.010601,             0.99536,                   1,               0.995,             0.79914,            0.020647,            0.014767,           0.0037738,           0.0020998,           0.0020998,           0.0020998
                 401,            0.025613,            0.025785,           0.0054171,             0.99536,                   1,               0.995,             0.79914,            0.020647,            0.014767,           0.0037738,             0.00208,             0.00208,             0.00208
                 402,            0.029336,            0.026277,            0.007885,             0.99536,                   1,               0.995,             0.79914,            0.020647,            0.014767,           0.0037738,           0.0020602,           0.0020602,           0.0020602
                 403,            0.028445,            0.029871,           0.0068476,             0.99586,                   1,               0.995,             0.79854,            0.016195,            0.013609,           0.0037469,           0.0020404,           0.0020404,           0.0020404
                 404,            0.022628,            0.024401,            0.006402,             0.99586,                   1,               0.995,             0.79854,            0.016195,            0.013609,           0.0037469,           0.0020206,           0.0020206,           0.0020206
                 405,            0.025099,            0.026384,           0.0068107,             0.99586,                   1,               0.995,             0.79854,            0.016195,            0.013609,           0.0037469,           0.0020008,           0.0020008,           0.0020008
                 406,            0.023693,            0.019155,           0.0065218,             0.99586,                   1,               0.995,             0.79854,            0.016195,            0.013609,           0.0037469,            0.001981,            0.001981,            0.001981
                 407,            0.024152,             0.02143,           0.0075545,             0.99624,                   1,               0.995,             0.82795,            0.019742,            0.014503,           0.0037408,           0.0019612,           0.0019612,           0.0019612
                 408,            0.020572,            0.019398,           0.0052591,             0.99624,                   1,               0.995,             0.82795,            0.019742,            0.014503,           0.0037408,           0.0019414,           0.0019414,           0.0019414
                 409,             0.02847,            0.026975,           0.0074017,             0.99624,                   1,               0.995,             0.82795,            0.019742,            0.014503,           0.0037408,           0.0019216,           0.0019216,           0.0019216
                 410,            0.025813,            0.027319,           0.0074596,             0.99624,                   1,               0.995,             0.82795,            0.019742,            0.014503,           0.0037408,           0.0019018,           0.0019018,           0.0019018
                 411,            0.029402,            0.026847,            0.006547,             0.99585,                   1,               0.995,             0.81478,            0.016258,            0.013581,           0.0037158,            0.001882,            0.001882,            0.001882
                 412,            0.025217,            0.019426,           0.0054179,             0.99585,                   1,               0.995,             0.81478,            0.016258,            0.013581,           0.0037158,           0.0018622,           0.0018622,           0.0018622
                 413,            0.026988,            0.019733,           0.0060899,             0.99585,                   1,               0.995,             0.81478,            0.016258,            0.013581,           0.0037158,           0.0018424,           0.0018424,           0.0018424
                 414,            0.025153,            0.021915,           0.0089683,             0.99585,                   1,               0.995,             0.81478,            0.016258,            0.013581,           0.0037158,           0.0018226,           0.0018226,           0.0018226
                 415,            0.027634,            0.025646,           0.0075425,             0.99584,                   1,               0.995,             0.88187,            0.014506,            0.013226,           0.0037011,           0.0018028,           0.0018028,           0.0018028
                 416,            0.028449,            0.043583,            0.006183,             0.99584,                   1,               0.995,             0.88187,            0.014506,            0.013226,           0.0037011,            0.001783,            0.001783,            0.001783
                 417,             0.02329,            0.022968,           0.0057325,             0.99584,                   1,               0.995,             0.88187,            0.014506,            0.013226,           0.0037011,           0.0017632,           0.0017632,           0.0017632
                 418,            0.024281,            0.022897,           0.0062415,             0.99584,                   1,               0.995,             0.88187,            0.014506,            0.013226,           0.0037011,           0.0017434,           0.0017434,           0.0017434
                 419,            0.023409,            0.027666,           0.0068796,             0.99542,                   1,               0.995,             0.82078,            0.016012,            0.013373,           0.0036768,           0.0017236,           0.0017236,           0.0017236
                 420,            0.020561,            0.020949,           0.0074898,             0.99542,                   1,               0.995,             0.82078,            0.016012,            0.013373,           0.0036768,           0.0017038,           0.0017038,           0.0017038
                 421,            0.024624,            0.023977,           0.0077243,             0.99542,                   1,               0.995,             0.82078,            0.016012,            0.013373,           0.0036768,            0.001684,            0.001684,            0.001684
                 422,            0.021825,            0.026029,           0.0063901,             0.99542,                   1,               0.995,             0.82078,            0.016012,            0.013373,           0.0036768,           0.0016642,           0.0016642,           0.0016642
                 423,            0.023306,            0.029286,           0.0080541,              0.9951,                   1,               0.995,             0.87353,            0.013313,            0.012576,           0.0036482,           0.0016444,           0.0016444,           0.0016444
                 424,            0.025405,            0.030185,           0.0058642,              0.9951,                   1,               0.995,             0.87353,            0.013313,            0.012576,           0.0036482,           0.0016246,           0.0016246,           0.0016246
                 425,            0.023106,            0.029114,           0.0070056,              0.9951,                   1,               0.995,             0.87353,            0.013313,            0.012576,           0.0036482,           0.0016048,           0.0016048,           0.0016048
                 426,            0.021678,            0.022974,           0.0055953,              0.9951,                   1,               0.995,             0.87353,            0.013313,            0.012576,           0.0036482,            0.001585,            0.001585,            0.001585
                 427,            0.026352,            0.024667,            0.005861,              0.9947,                   1,               0.995,             0.88855,            0.017694,            0.013425,           0.0036089,           0.0015652,           0.0015652,           0.0015652
                 428,            0.026038,            0.020864,           0.0067942,              0.9947,                   1,               0.995,             0.88855,            0.017694,            0.013425,           0.0036089,           0.0015454,           0.0015454,           0.0015454
                 429,            0.024749,            0.029338,           0.0054062,              0.9947,                   1,               0.995,             0.88855,            0.017694,            0.013425,           0.0036089,           0.0015256,           0.0015256,           0.0015256
                 430,            0.027132,            0.020002,           0.0067506,              0.9947,                   1,               0.995,             0.88855,            0.017694,            0.013425,           0.0036089,           0.0015058,           0.0015058,           0.0015058
                 431,            0.023219,             0.02717,           0.0071081,             0.99452,                   1,               0.995,             0.84668,            0.014743,            0.012447,            0.003576,            0.001486,            0.001486,            0.001486
                 432,            0.022024,            0.024941,           0.0068958,             0.99452,                   1,               0.995,             0.84668,            0.014743,            0.012447,            0.003576,           0.0014662,           0.0014662,           0.0014662
                 433,            0.021635,            0.023741,           0.0060257,             0.99452,                   1,               0.995,             0.84668,            0.014743,            0.012447,            0.003576,           0.0014464,           0.0014464,           0.0014464
                 434,            0.019557,            0.030048,           0.0055679,             0.99452,                   1,               0.995,             0.84668,            0.014743,            0.012447,            0.003576,           0.0014266,           0.0014266,           0.0014266
                 435,            0.024412,            0.027178,           0.0064268,             0.99467,                   1,               0.995,             0.77149,            0.016356,             0.01285,           0.0035577,           0.0014068,           0.0014068,           0.0014068
                 436,            0.025222,            0.024009,            0.010715,             0.99467,                   1,               0.995,             0.77149,            0.016356,             0.01285,           0.0035577,            0.001387,            0.001387,            0.001387
                 437,            0.026836,            0.030388,           0.0064093,             0.99467,                   1,               0.995,             0.77149,            0.016356,             0.01285,           0.0035577,           0.0013672,           0.0013672,           0.0013672
                 438,            0.023265,            0.029464,           0.0079063,             0.99467,                   1,               0.995,             0.77149,            0.016356,             0.01285,           0.0035577,           0.0013474,           0.0013474,           0.0013474
                 439,            0.022337,            0.025874,           0.0059006,             0.99482,                   1,               0.995,             0.87344,            0.013413,            0.012115,           0.0035381,           0.0013276,           0.0013276,           0.0013276
                 440,            0.021254,            0.029966,           0.0067573,             0.99482,                   1,               0.995,             0.87344,            0.013413,            0.012115,           0.0035381,           0.0013078,           0.0013078,           0.0013078
                 441,            0.021381,            0.021127,            0.011164,             0.99482,                   1,               0.995,             0.87344,            0.013413,            0.012115,           0.0035381,            0.001288,            0.001288,            0.001288
                 442,            0.019974,            0.020674,            0.010968,             0.99482,                   1,               0.995,             0.87344,            0.013413,            0.012115,           0.0035381,           0.0012682,           0.0012682,           0.0012682
                 443,            0.020708,            0.025428,           0.0050461,             0.99506,                   1,               0.995,             0.86868,            0.014064,            0.012202,           0.0035167,           0.0012484,           0.0012484,           0.0012484
                 444,              0.0226,            0.021284,           0.0059438,             0.99506,                   1,               0.995,             0.86868,            0.014064,            0.012202,           0.0035167,           0.0012286,           0.0012286,           0.0012286
                 445,            0.020469,            0.021524,            0.004837,             0.99506,                   1,               0.995,             0.86868,            0.014064,            0.012202,           0.0035167,           0.0012088,           0.0012088,           0.0012088
                 446,             0.02348,            0.025996,             0.00523,             0.99506,                   1,               0.995,             0.86868,            0.014064,            0.012202,           0.0035167,            0.001189,            0.001189,            0.001189
                 447,            0.022993,            0.021366,           0.0070736,             0.99549,                   1,               0.995,             0.89323,            0.013467,            0.012045,           0.0034942,           0.0011692,           0.0011692,           0.0011692
                 448,            0.022557,            0.024374,           0.0058372,             0.99549,                   1,               0.995,             0.89323,            0.013467,            0.012045,           0.0034942,           0.0011494,           0.0011494,           0.0011494
                 449,             0.02059,            0.023477,           0.0056694,             0.99549,                   1,               0.995,             0.89323,            0.013467,            0.012045,           0.0034942,           0.0011296,           0.0011296,           0.0011296
                 450,            0.021872,            0.026584,           0.0083103,             0.99549,                   1,               0.995,             0.89323,            0.013467,            0.012045,           0.0034942,           0.0011098,           0.0011098,           0.0011098
                 451,            0.020725,            0.021854,           0.0084378,             0.99584,                   1,               0.995,             0.87039,            0.013076,            0.012075,            0.003477,             0.00109,             0.00109,             0.00109
                 452,            0.021153,            0.022407,            0.007081,             0.99584,                   1,               0.995,             0.87039,            0.013076,            0.012075,            0.003477,           0.0010702,           0.0010702,           0.0010702
                 453,            0.023716,            0.025195,            0.006961,             0.99584,                   1,               0.995,             0.87039,            0.013076,            0.012075,            0.003477,           0.0010504,           0.0010504,           0.0010504
                 454,            0.024722,            0.028515,           0.0083377,             0.99584,                   1,               0.995,             0.87039,            0.013076,            0.012075,            0.003477,           0.0010306,           0.0010306,           0.0010306
                 455,            0.021117,            0.026138,           0.0056773,             0.99592,                   1,               0.995,             0.87564,            0.013343,            0.012099,           0.0034596,           0.0010108,           0.0010108,           0.0010108
                 456,            0.021936,            0.035684,           0.0060881,             0.99592,                   1,               0.995,             0.87564,            0.013343,            0.012099,           0.0034596,            0.000991,            0.000991,            0.000991
                 457,            0.020356,              0.0294,           0.0063088,             0.99592,                   1,               0.995,             0.87564,            0.013343,            0.012099,           0.0034596,           0.0009712,           0.0009712,           0.0009712
                 458,            0.022212,             0.02627,           0.0066626,             0.99592,                   1,               0.995,             0.87564,            0.013343,            0.012099,           0.0034596,           0.0009514,           0.0009514,           0.0009514
                 459,            0.023691,            0.038795,           0.0074398,             0.99617,                   1,               0.995,             0.87012,             0.01464,            0.012449,           0.0034668,           0.0009316,           0.0009316,           0.0009316
                 460,            0.021485,            0.025766,           0.0072211,             0.99617,                   1,               0.995,             0.87012,             0.01464,            0.012449,           0.0034668,           0.0009118,           0.0009118,           0.0009118
                 461,            0.028815,            0.021006,           0.0077831,             0.99617,                   1,               0.995,             0.87012,             0.01464,            0.012449,           0.0034668,            0.000892,            0.000892,            0.000892
                 462,            0.022876,            0.031531,           0.0065333,             0.99617,                   1,               0.995,             0.87012,             0.01464,            0.012449,           0.0034668,           0.0008722,           0.0008722,           0.0008722
                 463,             0.02449,            0.022782,           0.0075314,             0.99631,                   1,               0.995,             0.88035,            0.013175,            0.012026,           0.0034531,           0.0008524,           0.0008524,           0.0008524
                 464,            0.018314,            0.023289,           0.0052229,             0.99631,                   1,               0.995,             0.88035,            0.013175,            0.012026,           0.0034531,           0.0008326,           0.0008326,           0.0008326
                 465,              0.0185,            0.019346,           0.0083211,             0.99631,                   1,               0.995,             0.88035,            0.013175,            0.012026,           0.0034531,           0.0008128,           0.0008128,           0.0008128
                 466,            0.024571,            0.026746,           0.0086347,             0.99631,                   1,               0.995,             0.88035,            0.013175,            0.012026,           0.0034531,            0.000793,            0.000793,            0.000793
                 467,            0.023389,            0.036935,           0.0058603,              0.9963,                   1,               0.995,             0.87242,            0.013088,            0.012013,             0.00345,           0.0007732,           0.0007732,           0.0007732
                 468,            0.023089,            0.021781,           0.0076403,              0.9963,                   1,               0.995,             0.87242,            0.013088,            0.012013,             0.00345,           0.0007534,           0.0007534,           0.0007534
                 469,            0.022111,            0.022765,           0.0060455,              0.9963,                   1,               0.995,             0.87242,            0.013088,            0.012013,             0.00345,           0.0007336,           0.0007336,           0.0007336
                 470,            0.022301,            0.033858,            0.006175,              0.9963,                   1,               0.995,             0.87242,            0.013088,            0.012013,             0.00345,           0.0007138,           0.0007138,           0.0007138
                 471,             0.02103,            0.030834,           0.0066304,             0.99616,                   1,               0.995,             0.86418,            0.012786,            0.011942,           0.0034394,            0.000694,            0.000694,            0.000694
                 472,            0.021482,            0.022422,           0.0055601,             0.99616,                   1,               0.995,             0.86418,            0.012786,            0.011942,           0.0034394,           0.0006742,           0.0006742,           0.0006742
                 473,             0.02037,            0.022532,           0.0085854,             0.99616,                   1,               0.995,             0.86418,            0.012786,            0.011942,           0.0034394,           0.0006544,           0.0006544,           0.0006544
                 474,            0.025028,            0.029423,           0.0056581,             0.99616,                   1,               0.995,             0.86418,            0.012786,            0.011942,           0.0034394,           0.0006346,           0.0006346,           0.0006346
                 475,            0.020972,            0.029293,           0.0088863,             0.99625,                   1,               0.995,             0.87634,            0.012094,            0.011731,           0.0034317,           0.0006148,           0.0006148,           0.0006148
                 476,            0.020349,            0.020798,           0.0067594,             0.99625,                   1,               0.995,             0.87634,            0.012094,            0.011731,           0.0034317,            0.000595,            0.000595,            0.000595
                 477,            0.029481,            0.036404,           0.0080122,             0.99625,                   1,               0.995,             0.87634,            0.012094,            0.011731,           0.0034317,           0.0005752,           0.0005752,           0.0005752
                 478,             0.01739,            0.022157,           0.0066942,             0.99625,                   1,               0.995,             0.87634,            0.012094,            0.011731,           0.0034317,           0.0005554,           0.0005554,           0.0005554
                 479,            0.024181,            0.025607,           0.0055225,             0.99615,                   1,               0.995,             0.88478,            0.012024,            0.011688,           0.0034184,           0.0005356,           0.0005356,           0.0005356
                 480,            0.017192,            0.021706,           0.0082327,             0.99615,                   1,               0.995,             0.88478,            0.012024,            0.011688,           0.0034184,           0.0005158,           0.0005158,           0.0005158
                 481,            0.023965,            0.025264,           0.0076022,             0.99615,                   1,               0.995,             0.88478,            0.012024,            0.011688,           0.0034184,            0.000496,            0.000496,            0.000496
                 482,            0.020085,            0.027035,           0.0090216,             0.99615,                   1,               0.995,             0.88478,            0.012024,            0.011688,           0.0034184,           0.0004762,           0.0004762,           0.0004762
                 483,             0.01929,            0.019621,           0.0044264,             0.99604,                   1,               0.995,             0.88707,            0.012505,            0.011865,           0.0034171,           0.0004564,           0.0004564,           0.0004564
                 484,             0.02146,            0.025768,           0.0061976,             0.99604,                   1,               0.995,             0.88707,            0.012505,            0.011865,           0.0034171,           0.0004366,           0.0004366,           0.0004366
                 485,            0.026104,            0.029016,           0.0063001,             0.99604,                   1,               0.995,             0.88707,            0.012505,            0.011865,           0.0034171,           0.0004168,           0.0004168,           0.0004168
                 486,            0.023441,            0.027369,           0.0069339,             0.99604,                   1,               0.995,             0.88707,            0.012505,            0.011865,           0.0034171,            0.000397,            0.000397,            0.000397
                 487,            0.018354,            0.026283,           0.0067848,             0.99604,                   1,               0.995,             0.88681,            0.012921,            0.011982,           0.0034245,           0.0003772,           0.0003772,           0.0003772
                 488,            0.020961,            0.024951,           0.0053951,             0.99604,                   1,               0.995,             0.88681,            0.012921,            0.011982,           0.0034245,           0.0003574,           0.0003574,           0.0003574
