               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 161,            0.052556,            0.032706,             0.01616,             0.58948,             0.97368,             0.84401,             0.43886,            0.044798,            0.020378,            0.010076,            0.006832,            0.006832,            0.006832
                 162,            0.049853,            0.038724,            0.016174,             0.58948,             0.97368,             0.84401,             0.43886,            0.044798,            0.020378,            0.010076,           0.0068122,           0.0068122,           0.0068122
                 163,            0.051438,            0.038698,            0.017424,             0.53557,             0.97409,             0.76523,             0.36317,            0.038848,            0.019742,           0.0093455,           0.0067924,           0.0067924,           0.0067924
                 164,            0.046814,            0.043928,            0.015257,             0.53557,             0.97409,             0.76523,             0.36317,            0.038848,            0.019742,           0.0093455,           0.0067726,           0.0067726,           0.0067726
                 165,            0.044223,            0.036467,            0.017294,             0.53557,             0.97409,             0.76523,             0.36317,            0.038848,            0.019742,           0.0093455,           0.0067528,           0.0067528,           0.0067528
                 166,            0.042884,            0.033013,            0.016738,             0.53557,             0.97409,             0.76523,             0.36317,            0.038848,            0.019742,           0.0093455,            0.006733,            0.006733,            0.006733
                 167,            0.043658,            0.036441,            0.014391,             0.61028,             0.96154,              0.7961,             0.42546,             0.04793,            0.020826,           0.0087177,           0.0067132,           0.0067132,           0.0067132
                 168,            0.050011,             0.04157,            0.015179,             0.61028,             0.96154,              0.7961,             0.42546,             0.04793,            0.020826,           0.0087177,           0.0066934,           0.0066934,           0.0066934
                 169,            0.054449,            0.038799,            0.017642,             0.61028,             0.96154,              0.7961,             0.42546,             0.04793,            0.020826,           0.0087177,           0.0066736,           0.0066736,           0.0066736
                 170,            0.054248,            0.053034,            0.016351,             0.61028,             0.96154,              0.7961,             0.42546,             0.04793,            0.020826,           0.0087177,           0.0066538,           0.0066538,           0.0066538
                 171,            0.048163,             0.03872,            0.013366,             0.78237,              0.8583,             0.92427,             0.59918,            0.038003,            0.019781,           0.0082074,            0.006634,            0.006634,            0.006634
                 172,            0.044971,            0.035566,            0.014481,             0.78237,              0.8583,             0.92427,             0.59918,            0.038003,            0.019781,           0.0082074,           0.0066142,           0.0066142,           0.0066142
                 173,             0.04571,            0.034194,            0.013582,             0.78237,              0.8583,             0.92427,             0.59918,            0.038003,            0.019781,           0.0082074,           0.0065944,           0.0065944,           0.0065944
                 174,            0.053265,             0.03739,            0.014617,             0.78237,              0.8583,             0.92427,             0.59918,            0.038003,            0.019781,           0.0082074,           0.0065746,           0.0065746,           0.0065746
                 175,            0.047946,            0.037163,            0.013053,             0.68154,             0.88516,             0.90248,              0.4743,            0.042002,            0.020304,           0.0076081,           0.0065548,           0.0065548,           0.0065548
                 176,            0.046494,            0.038154,            0.014248,             0.68154,             0.88516,             0.90248,              0.4743,            0.042002,            0.020304,           0.0076081,            0.006535,            0.006535,            0.006535
                 177,            0.048936,            0.036203,             0.01405,             0.68154,             0.88516,             0.90248,              0.4743,            0.042002,            0.020304,           0.0076081,           0.0065152,           0.0065152,           0.0065152
                 178,            0.046372,            0.033981,            0.013118,             0.68154,             0.88516,             0.90248,              0.4743,            0.042002,            0.020304,           0.0076081,           0.0064954,           0.0064954,           0.0064954
                 179,            0.046289,            0.045868,            0.015768,             0.68691,             0.90034,             0.89806,             0.57898,            0.042852,            0.021154,           0.0072496,           0.0064756,           0.0064756,           0.0064756
                 180,            0.047288,             0.03513,            0.013009,             0.68691,             0.90034,             0.89806,             0.57898,            0.042852,            0.021154,           0.0072496,           0.0064558,           0.0064558,           0.0064558
                 181,            0.053614,            0.037558,            0.012552,             0.68691,             0.90034,             0.89806,             0.57898,            0.042852,            0.021154,           0.0072496,            0.006436,            0.006436,            0.006436
                 182,            0.048088,            0.046657,             0.01254,             0.68691,             0.90034,             0.89806,             0.57898,            0.042852,            0.021154,           0.0072496,           0.0064162,           0.0064162,           0.0064162
                 183,            0.049361,            0.033485,            0.013057,             0.58049,             0.93089,             0.88741,             0.41364,            0.042451,            0.020405,           0.0069379,           0.0063964,           0.0063964,           0.0063964
                 184,            0.047029,            0.038306,            0.014139,             0.58049,             0.93089,             0.88741,             0.41364,            0.042451,            0.020405,           0.0069379,           0.0063766,           0.0063766,           0.0063766
                 185,            0.053781,            0.049339,            0.017443,             0.58049,             0.93089,             0.88741,             0.41364,            0.042451,            0.020405,           0.0069379,           0.0063568,           0.0063568,           0.0063568
                 186,            0.050052,             0.03371,            0.018167,             0.58049,             0.93089,             0.88741,             0.41364,            0.042451,            0.020405,           0.0069379,            0.006337,            0.006337,            0.006337
                 187,            0.049828,             0.04096,            0.014472,             0.77277,             0.97067,             0.93958,             0.56581,            0.035641,            0.019048,           0.0066584,           0.0063172,           0.0063172,           0.0063172
                 188,            0.042778,            0.028221,            0.011784,             0.77277,             0.97067,             0.93958,             0.56581,            0.035641,            0.019048,           0.0066584,           0.0062974,           0.0062974,           0.0062974
                 189,            0.047528,            0.046608,            0.011763,             0.77277,             0.97067,             0.93958,             0.56581,            0.035641,            0.019048,           0.0066584,           0.0062776,           0.0062776,           0.0062776
                 190,            0.045417,            0.036146,            0.014692,             0.77277,             0.97067,             0.93958,             0.56581,            0.035641,            0.019048,           0.0066584,           0.0062578,           0.0062578,           0.0062578
                 191,            0.046559,            0.029416,            0.011104,             0.58398,                   1,             0.75309,             0.34751,            0.041165,            0.020173,           0.0064403,            0.006238,            0.006238,            0.006238
                 192,            0.048756,            0.037533,            0.013224,             0.58398,                   1,             0.75309,             0.34751,            0.041165,            0.020173,           0.0064403,           0.0062182,           0.0062182,           0.0062182
                 193,            0.051213,             0.03696,            0.013248,             0.58398,                   1,             0.75309,             0.34751,            0.041165,            0.020173,           0.0064403,           0.0061984,           0.0061984,           0.0061984
                 194,            0.048982,            0.032769,            0.015101,             0.58398,                   1,             0.75309,             0.34751,            0.041165,            0.020173,           0.0064403,           0.0061786,           0.0061786,           0.0061786
                 195,            0.048577,            0.035303,            0.011073,              0.6973,                   1,             0.93375,             0.44765,            0.039194,            0.018576,           0.0062106,           0.0061588,           0.0061588,           0.0061588
                 196,            0.043641,            0.032489,             0.01409,              0.6973,                   1,             0.93375,             0.44765,            0.039194,            0.018576,           0.0062106,            0.006139,            0.006139,            0.006139
                 197,            0.046199,             0.03761,            0.012416,              0.6973,                   1,             0.93375,             0.44765,            0.039194,            0.018576,           0.0062106,           0.0061192,           0.0061192,           0.0061192
                 198,             0.04388,            0.033208,            0.010576,              0.6973,                   1,             0.93375,             0.44765,            0.039194,            0.018576,           0.0062106,           0.0060994,           0.0060994,           0.0060994
                 199,            0.045785,            0.032695,            0.012123,             0.65781,             0.96154,             0.79982,             0.46606,            0.034353,            0.018586,           0.0060133,           0.0060796,           0.0060796,           0.0060796
                 200,            0.045244,            0.039318,            0.011796,             0.65781,             0.96154,             0.79982,             0.46606,            0.034353,            0.018586,           0.0060133,           0.0060598,           0.0060598,           0.0060598
                 201,            0.044174,            0.038725,            0.011902,             0.65781,             0.96154,             0.79982,             0.46606,            0.034353,            0.018586,           0.0060133,             0.00604,             0.00604,             0.00604
                 202,            0.045274,            0.030316,            0.011003,             0.65781,             0.96154,             0.79982,             0.46606,            0.034353,            0.018586,           0.0060133,           0.0060202,           0.0060202,           0.0060202
                 203,            0.044638,              0.0295,            0.012582,             0.48577,                   1,             0.63337,             0.29038,            0.039639,            0.020372,           0.0058586,           0.0060004,           0.0060004,           0.0060004
                 204,            0.047842,            0.033066,            0.010772,             0.48577,                   1,             0.63337,             0.29038,            0.039639,            0.020372,           0.0058586,           0.0059806,           0.0059806,           0.0059806
                 205,            0.047202,            0.036814,            0.011211,             0.48577,                   1,             0.63337,             0.29038,            0.039639,            0.020372,           0.0058586,           0.0059608,           0.0059608,           0.0059608
                 206,            0.044317,            0.034125,             0.01309,             0.48577,                   1,             0.63337,             0.29038,            0.039639,            0.020372,           0.0058586,            0.005941,            0.005941,            0.005941
                 207,            0.042413,            0.026169,            0.013209,             0.72776,             0.97363,             0.92759,             0.58341,            0.036975,             0.01862,            0.005699,           0.0059212,           0.0059212,           0.0059212
                 208,            0.039823,            0.026436,           0.0096223,             0.72776,             0.97363,             0.92759,             0.58341,            0.036975,             0.01862,            0.005699,           0.0059014,           0.0059014,           0.0059014
                 209,            0.042797,            0.033193,           0.0099488,             0.72776,             0.97363,             0.92759,             0.58341,            0.036975,             0.01862,            0.005699,           0.0058816,           0.0058816,           0.0058816
                 210,            0.041769,            0.031449,            0.009666,             0.72776,             0.97363,             0.92759,             0.58341,            0.036975,             0.01862,            0.005699,           0.0058618,           0.0058618,           0.0058618
                 211,            0.042306,            0.031135,           0.0091501,             0.67788,             0.97368,             0.88976,             0.45122,            0.037434,            0.018989,           0.0055417,            0.005842,            0.005842,            0.005842
                 212,            0.043604,            0.036459,           0.0097676,             0.67788,             0.97368,             0.88976,             0.45122,            0.037434,            0.018989,           0.0055417,           0.0058222,           0.0058222,           0.0058222
                 213,            0.049431,            0.043455,            0.010634,             0.67788,             0.97368,             0.88976,             0.45122,            0.037434,            0.018989,           0.0055417,           0.0058024,           0.0058024,           0.0058024
                 214,            0.038845,             0.03119,           0.0097032,             0.67788,             0.97368,             0.88976,             0.45122,            0.037434,            0.018989,           0.0055417,           0.0057826,           0.0057826,           0.0057826
                 215,             0.04819,            0.034889,            0.010957,             0.54009,             0.97368,             0.73641,             0.50281,            0.040271,            0.018728,           0.0054131,           0.0057628,           0.0057628,           0.0057628
                 216,            0.045052,            0.034848,            0.011702,             0.54009,             0.97368,             0.73641,             0.50281,            0.040271,            0.018728,           0.0054131,            0.005743,            0.005743,            0.005743
                 217,            0.043152,            0.027585,           0.0086305,             0.54009,             0.97368,             0.73641,             0.50281,            0.040271,            0.018728,           0.0054131,           0.0057232,           0.0057232,           0.0057232
                 218,            0.043024,            0.034904,            0.012299,             0.54009,             0.97368,             0.73641,             0.50281,            0.040271,            0.018728,           0.0054131,           0.0057034,           0.0057034,           0.0057034
                 219,            0.046882,            0.036395,            0.010813,             0.87096,             0.97352,             0.98397,             0.61953,            0.030851,            0.017381,            0.005291,           0.0056836,           0.0056836,           0.0056836
                 220,            0.039677,            0.045276,            0.011382,             0.87096,             0.97352,             0.98397,             0.61953,            0.030851,            0.017381,            0.005291,           0.0056638,           0.0056638,           0.0056638
                 221,            0.033231,            0.032366,            0.010451,             0.87096,             0.97352,             0.98397,             0.61953,            0.030851,            0.017381,            0.005291,            0.005644,            0.005644,            0.005644
                 222,            0.038167,            0.029421,            0.014437,             0.87096,             0.97352,             0.98397,             0.61953,            0.030851,            0.017381,            0.005291,           0.0056242,           0.0056242,           0.0056242
                 223,            0.041096,            0.039764,            0.012449,             0.74835,             0.97368,             0.92918,             0.55107,              0.0356,            0.018261,           0.0051813,           0.0056044,           0.0056044,           0.0056044
                 224,            0.043236,             0.04049,            0.012593,             0.74835,             0.97368,             0.92918,             0.55107,              0.0356,            0.018261,           0.0051813,           0.0055846,           0.0055846,           0.0055846
                 225,            0.041571,            0.030938,            0.011491,             0.74835,             0.97368,             0.92918,             0.55107,              0.0356,            0.018261,           0.0051813,           0.0055648,           0.0055648,           0.0055648
                 226,            0.039914,            0.036481,           0.0093121,             0.74835,             0.97368,             0.92918,             0.55107,              0.0356,            0.018261,           0.0051813,            0.005545,            0.005545,            0.005545
                 227,            0.040342,             0.02822,           0.0090017,             0.83652,             0.93522,             0.98103,             0.55157,            0.036832,             0.01867,           0.0050649,           0.0055252,           0.0055252,           0.0055252
                 228,            0.046734,            0.037515,            0.010914,             0.83652,             0.93522,             0.98103,             0.55157,            0.036832,             0.01867,           0.0050649,           0.0055054,           0.0055054,           0.0055054
                 229,            0.043893,            0.033675,            0.011656,             0.83652,             0.93522,             0.98103,             0.55157,            0.036832,             0.01867,           0.0050649,           0.0054856,           0.0054856,           0.0054856
                 230,            0.041151,            0.032593,           0.0087405,             0.83652,             0.93522,             0.98103,             0.55157,            0.036832,             0.01867,           0.0050649,           0.0054658,           0.0054658,           0.0054658
                 231,            0.038594,            0.023495,           0.0088008,             0.84133,              0.9474,             0.97406,             0.46358,            0.040563,            0.018195,           0.0050187,            0.005446,            0.005446,            0.005446
                 232,            0.043885,            0.030378,           0.0082131,             0.84133,              0.9474,             0.97406,             0.46358,            0.040563,            0.018195,           0.0050187,           0.0054262,           0.0054262,           0.0054262
                 233,            0.050301,            0.039416,            0.010815,             0.84133,              0.9474,             0.97406,             0.46358,            0.040563,            0.018195,           0.0050187,           0.0054064,           0.0054064,           0.0054064
                 234,            0.042964,            0.030723,           0.0087168,             0.84133,              0.9474,             0.97406,             0.46358,            0.040563,            0.018195,           0.0050187,           0.0053866,           0.0053866,           0.0053866
                 235,            0.050535,            0.038714,           0.0099981,             0.78219,             0.93522,             0.97619,             0.65177,            0.038296,            0.017832,            0.004925,           0.0053668,           0.0053668,           0.0053668
                 236,            0.044645,             0.02963,             0.00856,             0.78219,             0.93522,             0.97619,             0.65177,            0.038296,            0.017832,            0.004925,            0.005347,            0.005347,            0.005347
                 237,             0.04531,            0.033319,           0.0097875,             0.78219,             0.93522,             0.97619,             0.65177,            0.038296,            0.017832,            0.004925,           0.0053272,           0.0053272,           0.0053272
                 238,             0.04565,             0.03199,            0.012717,             0.78219,             0.93522,             0.97619,             0.65177,            0.038296,            0.017832,            0.004925,           0.0053074,           0.0053074,           0.0053074
                 239,            0.043366,            0.043048,             0.00987,             0.76614,             0.96154,             0.91896,             0.51863,            0.032765,            0.017158,           0.0048571,           0.0052876,           0.0052876,           0.0052876
                 240,            0.034701,            0.033117,           0.0076703,             0.76614,             0.96154,             0.91896,             0.51863,            0.032765,            0.017158,           0.0048571,           0.0052678,           0.0052678,           0.0052678
                 241,            0.037107,             0.03249,           0.0078952,             0.76614,             0.96154,             0.91896,             0.51863,            0.032765,            0.017158,           0.0048571,            0.005248,            0.005248,            0.005248
                 242,            0.038117,            0.036438,            0.010682,             0.76614,             0.96154,             0.91896,             0.51863,            0.032765,            0.017158,           0.0048571,           0.0052282,           0.0052282,           0.0052282
                 243,            0.041933,            0.030297,           0.0090389,             0.61109,             0.93522,             0.88512,             0.58449,            0.034164,            0.017495,           0.0047814,           0.0052084,           0.0052084,           0.0052084
                 244,            0.038729,            0.031309,           0.0086157,             0.61109,             0.93522,             0.88512,             0.58449,            0.034164,            0.017495,           0.0047814,           0.0051886,           0.0051886,           0.0051886
                 245,            0.045296,            0.046331,           0.0093244,             0.61109,             0.93522,             0.88512,             0.58449,            0.034164,            0.017495,           0.0047814,           0.0051688,           0.0051688,           0.0051688
                 246,            0.036102,            0.031019,           0.0096379,             0.61109,             0.93522,             0.88512,             0.58449,            0.034164,            0.017495,           0.0047814,            0.005149,            0.005149,            0.005149
                 247,               0.043,            0.035073,           0.0083483,             0.66993,             0.98984,             0.87592,             0.48633,             0.03364,            0.016886,           0.0047734,           0.0051292,           0.0051292,           0.0051292
                 248,            0.046223,            0.031016,           0.0092111,             0.66993,             0.98984,             0.87592,             0.48633,             0.03364,            0.016886,           0.0047734,           0.0051094,           0.0051094,           0.0051094
                 249,            0.040374,             0.03648,           0.0084723,             0.66993,             0.98984,             0.87592,             0.48633,             0.03364,            0.016886,           0.0047734,           0.0050896,           0.0050896,           0.0050896
                 250,            0.044888,            0.041944,           0.0091552,             0.66993,             0.98984,             0.87592,             0.48633,             0.03364,            0.016886,           0.0047734,           0.0050698,           0.0050698,           0.0050698
                 251,            0.046301,            0.028109,           0.0095035,             0.84194,             0.97368,             0.98445,             0.67823,            0.038481,            0.017695,           0.0047199,             0.00505,             0.00505,             0.00505
                 252,            0.037682,            0.036105,           0.0091791,             0.84194,             0.97368,             0.98445,             0.67823,            0.038481,            0.017695,           0.0047199,           0.0050302,           0.0050302,           0.0050302
                 253,            0.043224,            0.040438,           0.0093809,             0.84194,             0.97368,             0.98445,             0.67823,            0.038481,            0.017695,           0.0047199,           0.0050104,           0.0050104,           0.0050104
                 254,            0.039218,            0.032655,           0.0083915,             0.84194,             0.97368,             0.98445,             0.67823,            0.038481,            0.017695,           0.0047199,           0.0049906,           0.0049906,           0.0049906
                 255,            0.039645,            0.030066,           0.0084448,             0.85027,             0.99339,             0.96003,             0.62718,            0.028093,            0.016501,           0.0046904,           0.0049708,           0.0049708,           0.0049708
                 256,            0.043625,            0.037416,            0.013819,             0.85027,             0.99339,             0.96003,             0.62718,            0.028093,            0.016501,           0.0046904,            0.004951,            0.004951,            0.004951
                 257,            0.035124,            0.027643,            0.010826,             0.85027,             0.99339,             0.96003,             0.62718,            0.028093,            0.016501,           0.0046904,           0.0049312,           0.0049312,           0.0049312
                 258,            0.033758,            0.024158,              0.0085,             0.85027,             0.99339,             0.96003,             0.62718,            0.028093,            0.016501,           0.0046904,           0.0049114,           0.0049114,           0.0049114
                 259,            0.035639,            0.033211,           0.0099861,             0.76057,             0.97368,              0.9236,              0.5622,            0.035053,            0.017273,           0.0046396,           0.0048916,           0.0048916,           0.0048916
                 260,             0.04164,            0.028391,            0.011187,             0.76057,             0.97368,              0.9236,              0.5622,            0.035053,            0.017273,           0.0046396,           0.0048718,           0.0048718,           0.0048718
                 261,            0.044599,            0.026236,            0.012426,             0.76057,             0.97368,              0.9236,              0.5622,            0.035053,            0.017273,           0.0046396,            0.004852,            0.004852,            0.004852
                 262,            0.042013,            0.046247,            0.010193,             0.76057,             0.97368,              0.9236,              0.5622,            0.035053,            0.017273,           0.0046396,           0.0048322,           0.0048322,           0.0048322
                 263,            0.038656,            0.039764,            0.009981,             0.85202,             0.97368,             0.98513,             0.59425,            0.031179,             0.01674,           0.0046081,           0.0048124,           0.0048124,           0.0048124
                 264,            0.040986,             0.03923,           0.0095578,             0.85202,             0.97368,             0.98513,             0.59425,            0.031179,             0.01674,           0.0046081,           0.0047926,           0.0047926,           0.0047926
                 265,            0.038916,            0.028163,           0.0084166,             0.85202,             0.97368,             0.98513,             0.59425,            0.031179,             0.01674,           0.0046081,           0.0047728,           0.0047728,           0.0047728
                 266,            0.040375,            0.024267,            0.015523,             0.85202,             0.97368,             0.98513,             0.59425,            0.031179,             0.01674,           0.0046081,            0.004753,            0.004753,            0.004753
                 267,            0.037644,            0.031344,            0.010143,             0.94778,             0.98339,             0.99262,             0.76674,            0.026967,            0.016279,           0.0045615,           0.0047332,           0.0047332,           0.0047332
                 268,            0.032908,             0.02612,           0.0089744,             0.94778,             0.98339,             0.99262,             0.76674,            0.026967,            0.016279,           0.0045615,           0.0047134,           0.0047134,           0.0047134
                 269,            0.033454,            0.033882,           0.0075804,             0.94778,             0.98339,             0.99262,             0.76674,            0.026967,            0.016279,           0.0045615,           0.0046936,           0.0046936,           0.0046936
                 270,            0.034074,            0.025663,           0.0095783,             0.94778,             0.98339,             0.99262,             0.76674,            0.026967,            0.016279,           0.0045615,           0.0046738,           0.0046738,           0.0046738
                 271,            0.036575,            0.034616,           0.0087668,             0.74746,             0.97368,             0.97021,             0.64155,            0.032472,            0.016311,           0.0044709,            0.004654,            0.004654,            0.004654
                 272,            0.036981,            0.029055,           0.0081976,             0.74746,             0.97368,             0.97021,             0.64155,            0.032472,            0.016311,           0.0044709,           0.0046342,           0.0046342,           0.0046342
                 273,            0.039397,             0.02815,           0.0059098,             0.74746,             0.97368,             0.97021,             0.64155,            0.032472,            0.016311,           0.0044709,           0.0046144,           0.0046144,           0.0046144
                 274,            0.039826,            0.035454,           0.0098467,             0.74746,             0.97368,             0.97021,             0.64155,            0.032472,            0.016311,           0.0044709,           0.0045946,           0.0045946,           0.0045946
                 275,            0.041718,            0.024007,            0.011991,             0.96658,             0.99272,               0.995,              0.4977,            0.038303,            0.017546,            0.004469,           0.0045748,           0.0045748,           0.0045748
                 276,            0.046414,            0.031899,            0.010937,             0.96658,             0.99272,               0.995,              0.4977,            0.038303,            0.017546,            0.004469,            0.004555,            0.004555,            0.004555
                 277,            0.043091,            0.029019,             0.00707,             0.96658,             0.99272,               0.995,              0.4977,            0.038303,            0.017546,            0.004469,           0.0045352,           0.0045352,           0.0045352
                 278,            0.049122,            0.029695,            0.010248,             0.96658,             0.99272,               0.995,              0.4977,            0.038303,            0.017546,            0.004469,           0.0045154,           0.0045154,           0.0045154
                 279,            0.041122,            0.026629,           0.0078266,             0.91376,             0.97368,             0.99262,             0.72985,            0.032469,            0.016174,            0.004429,           0.0044956,           0.0044956,           0.0044956
                 280,            0.041148,            0.031939,           0.0068178,             0.91376,             0.97368,             0.99262,             0.72985,            0.032469,            0.016174,            0.004429,           0.0044758,           0.0044758,           0.0044758
                 281,            0.038434,            0.030564,           0.0082348,             0.91376,             0.97368,             0.99262,             0.72985,            0.032469,            0.016174,            0.004429,            0.004456,            0.004456,            0.004456
                 282,            0.036131,            0.027882,           0.0061299,             0.91376,             0.97368,             0.99262,             0.72985,            0.032469,            0.016174,            0.004429,           0.0044362,           0.0044362,           0.0044362
                 283,            0.039524,            0.026215,           0.0071709,             0.82404,             0.97764,             0.98174,             0.63166,            0.027451,             0.01582,           0.0043809,           0.0044164,           0.0044164,           0.0044164
                 284,            0.036822,            0.023886,           0.0073083,             0.82404,             0.97764,             0.98174,             0.63166,            0.027451,             0.01582,           0.0043809,           0.0043966,           0.0043966,           0.0043966
                 285,            0.035427,            0.029991,            0.011102,             0.82404,             0.97764,             0.98174,             0.63166,            0.027451,             0.01582,           0.0043809,           0.0043768,           0.0043768,           0.0043768
                 286,            0.034687,            0.024789,            0.016309,             0.82404,             0.97764,             0.98174,             0.63166,            0.027451,             0.01582,           0.0043809,            0.004357,            0.004357,            0.004357
                 287,            0.035564,            0.027357,           0.0073177,             0.93508,             0.98436,             0.99375,             0.57054,            0.030049,            0.016312,           0.0043533,           0.0043372,           0.0043372,           0.0043372
                 288,            0.037581,            0.032975,           0.0076117,             0.93508,             0.98436,             0.99375,             0.57054,            0.030049,            0.016312,           0.0043533,           0.0043174,           0.0043174,           0.0043174
                 289,             0.03614,            0.039618,            0.008359,             0.93508,             0.98436,             0.99375,             0.57054,            0.030049,            0.016312,           0.0043533,           0.0042976,           0.0042976,           0.0042976
                 290,            0.037959,            0.029286,           0.0075511,             0.93508,             0.98436,             0.99375,             0.57054,            0.030049,            0.016312,           0.0043533,           0.0042778,           0.0042778,           0.0042778
                 291,            0.038042,            0.030005,           0.0082678,             0.87016,                   1,             0.95426,             0.65865,            0.025014,            0.015729,           0.0043254,            0.004258,            0.004258,            0.004258
                 292,             0.03859,            0.032171,           0.0097369,             0.87016,                   1,             0.95426,             0.65865,            0.025014,            0.015729,           0.0043254,           0.0042382,           0.0042382,           0.0042382
                 293,            0.036558,            0.026232,               0.013,             0.87016,                   1,             0.95426,             0.65865,            0.025014,            0.015729,           0.0043254,           0.0042184,           0.0042184,           0.0042184
                 294,              0.0379,            0.033048,           0.0087038,             0.87016,                   1,             0.95426,             0.65865,            0.025014,            0.015729,           0.0043254,           0.0041986,           0.0041986,           0.0041986
                 295,            0.034421,             0.02415,           0.0081211,             0.90368,             0.98339,              0.9925,             0.59479,            0.029176,            0.016539,           0.0042802,           0.0041788,           0.0041788,           0.0041788
                 296,             0.03894,            0.028698,           0.0097724,             0.90368,             0.98339,              0.9925,             0.59479,            0.029176,            0.016539,           0.0042802,            0.004159,            0.004159,            0.004159
                 297,             0.04062,            0.036069,           0.0083872,             0.90368,             0.98339,              0.9925,             0.59479,            0.029176,            0.016539,           0.0042802,           0.0041392,           0.0041392,           0.0041392
                 298,            0.034266,             0.02785,           0.0076836,             0.90368,             0.98339,              0.9925,             0.59479,            0.029176,            0.016539,           0.0042802,           0.0041194,           0.0041194,           0.0041194
                 299,            0.039343,            0.030516,           0.0066615,             0.81914,             0.95739,             0.98195,             0.66954,            0.022534,            0.015642,           0.0042524,           0.0040996,           0.0040996,           0.0040996
                 300,            0.036455,            0.029417,           0.0074633,             0.81914,             0.95739,             0.98195,             0.66954,            0.022534,            0.015642,           0.0042524,           0.0040798,           0.0040798,           0.0040798
                 301,             0.03557,            0.040029,           0.0074115,             0.81914,             0.95739,             0.98195,             0.66954,            0.022534,            0.015642,           0.0042524,             0.00406,             0.00406,             0.00406
                 302,            0.033793,            0.025748,           0.0093445,             0.81914,             0.95739,             0.98195,             0.66954,            0.022534,            0.015642,           0.0042524,           0.0040402,           0.0040402,           0.0040402
                 303,            0.031839,            0.026702,            0.010543,             0.85296,             0.92105,             0.95125,              0.6963,            0.027447,            0.015639,           0.0041957,           0.0040204,           0.0040204,           0.0040204
                 304,            0.039314,            0.038317,           0.0065348,             0.85296,             0.92105,             0.95125,              0.6963,            0.027447,            0.015639,           0.0041957,           0.0040006,           0.0040006,           0.0040006
                 305,            0.038247,            0.028782,           0.0090891,             0.85296,             0.92105,             0.95125,              0.6963,            0.027447,            0.015639,           0.0041957,           0.0039808,           0.0039808,           0.0039808
                 306,            0.032807,            0.032554,             0.01118,             0.85296,             0.92105,             0.95125,              0.6963,            0.027447,            0.015639,           0.0041957,            0.003961,            0.003961,            0.003961
                 307,            0.032225,            0.028528,           0.0099242,             0.99678,             0.99492,               0.995,             0.77739,            0.021063,            0.014806,           0.0041604,           0.0039412,           0.0039412,           0.0039412
                 308,            0.034142,            0.035706,           0.0087525,             0.99678,             0.99492,               0.995,             0.77739,            0.021063,            0.014806,           0.0041604,           0.0039214,           0.0039214,           0.0039214
                 309,              0.0315,            0.026442,           0.0084363,             0.99678,             0.99492,               0.995,             0.77739,            0.021063,            0.014806,           0.0041604,           0.0039016,           0.0039016,           0.0039016
                 310,            0.035929,            0.032799,           0.0090599,             0.99678,             0.99492,               0.995,             0.77739,            0.021063,            0.014806,           0.0041604,           0.0038818,           0.0038818,           0.0038818
                 311,            0.035073,            0.031878,           0.0067069,             0.79145,             0.97492,             0.95449,             0.67458,            0.028253,            0.015797,           0.0041168,            0.003862,            0.003862,            0.003862
                 312,            0.034506,            0.027773,           0.0082452,             0.79145,             0.97492,             0.95449,             0.67458,            0.028253,            0.015797,           0.0041168,           0.0038422,           0.0038422,           0.0038422
                 313,            0.044811,            0.020088,           0.0076052,             0.79145,             0.97492,             0.95449,             0.67458,            0.028253,            0.015797,           0.0041168,           0.0038224,           0.0038224,           0.0038224
                 314,            0.039119,            0.035334,            0.007552,             0.79145,             0.97492,             0.95449,             0.67458,            0.028253,            0.015797,           0.0041168,           0.0038026,           0.0038026,           0.0038026
                 315,            0.041608,            0.025697,           0.0092128,              0.9939,                   1,               0.995,             0.75047,            0.021878,            0.014695,           0.0041119,           0.0037828,           0.0037828,           0.0037828
                 316,            0.031079,             0.03815,           0.0075803,              0.9939,                   1,               0.995,             0.75047,            0.021878,            0.014695,           0.0041119,            0.003763,            0.003763,            0.003763
                 317,            0.029751,            0.037499,           0.0074945,              0.9939,                   1,               0.995,             0.75047,            0.021878,            0.014695,           0.0041119,           0.0037432,           0.0037432,           0.0037432
                 318,            0.029861,            0.027052,           0.0072937,              0.9939,                   1,               0.995,             0.75047,            0.021878,            0.014695,           0.0041119,           0.0037234,           0.0037234,           0.0037234
                 319,            0.033314,             0.03675,           0.0092434,             0.96077,                   1,             0.99125,             0.75232,            0.025152,            0.015474,           0.0040814,           0.0037036,           0.0037036,           0.0037036
                 320,            0.032178,            0.043585,           0.0082151,             0.96077,                   1,             0.99125,             0.75232,            0.025152,            0.015474,           0.0040814,           0.0036838,           0.0036838,           0.0036838
                 321,            0.034865,            0.027654,            0.011009,             0.96077,                   1,             0.99125,             0.75232,            0.025152,            0.015474,           0.0040814,            0.003664,            0.003664,            0.003664
                 322,             0.03408,            0.026582,           0.0088651,             0.96077,                   1,             0.99125,             0.75232,            0.025152,            0.015474,           0.0040814,           0.0036442,           0.0036442,           0.0036442
